route_id,agency_id,route_short_name,route_long_name,route_type
3810,BEST,381,GHATKOPAR BUS STN./GKD - TATA POWER CENTRE(CHEMBUR),3
3821,BEST,382,ANUSHAKTI NGR.BUS STN. - SAHAR CARGO COMPLEX,3
3830,BEST,383,GADKARI QUARRY - SHIVAJI NGR.DEPOT,3
3840,BEST,384,BANDRA BUS STN(W) - GHATKOPAR BUS STN./GKD,3
3842,BEST,384,BANDRA BUS STN(W) - GHATKOPAR BUS STN./GKD,3
3850,BEST,385,TARDEO BUS STN/RUSHI MEHTA CHK. - GHATKOPAR BUS STN./GKD,3
3860,BEST,386,GHATKOPAR STN.(W) - NAGBABA MANDIR (KAILAS COMPLEX),3
3870,BEST,387,GHATKOPAR STN.(W) - VIKHROLI PARK SITE,3
3881,BEST,388,KANNAMWAR NGR.NO 2 - SEEPZ BUS STN.,3
3887,BEST,AS-,GHATKOPAR BUS STN./GKD - POISAR DEPOT,3
3894,BEST,389,GHATKOPAR STN.(W) - GHATKOPAR STN.(W),3
3904,BEST,390,GHATKOPAR STN.(W) - GHATKOPAR STN.(W),3
3910,BEST,391,MULUND RLY.STN.(W) - KHINDIPADA (DARGH),3
3920,BEST,392,VIKHROLI DEPOT - MAJAS DEPOT/SHYAM NGR.,3
3930,BEST,393,GHATKOPAR BUS STN./GKD - AAMCHI SHALA,3
3940,BEST,394,VIKHROLI BUS STN.- E - KANNAMWAR NGR.NO 2,3
3950,BEST,395,SANTACRUZ STN (E) - BAMANDAYA PADA,3
3961,BEST,396,MULUND-W CHECK NAKA BUS STN. - AGARKAR CHK.,3
3970,BEST,397,VIKHROLI BUS STN.- E - KANNAMWAR NGR.BLDG.NO.124,3
3981,BEST,398,MULUND-W CHECK NAKA BUS STN. - DINDOSHI BUS STN.,3
3991,BEST,399,TROMBAY - MARATHON CHK.(TEEN HATH NAKA),3
4000,BEST,400,SAMATA NGR.BUS STN.(KANDIVLI-E) - BORIVLI STN(E),3
4020,BEST,402,MULUND RLY.STN.(W) - VAISHALI NGR.,3
4031,BEST,403,MHADA CLY.BUS STN.(MULUND-E) - AGARKAR CHK.,3
4040,BEST,404,GHATKOPAR STN.(E)-1 - SHIVAJI NGR.DEPOT,3
4050,BEST,405,MULUND RLY.STN.(W) - YOGI HILLS (MULUND-W),3
4060,BEST,406,GHATKOPAR STN.(E)-1 - RAILWAY POLICE CLY.(GHATKOPAR,3
4070,BEST,407,KELKAR COLLEGE - NIMKAR SCTY.,3
4080,BEST,408,MAHIM BUS STN. - MULUND RLY.STN.(W),3
4091,BEST,409,MULUND DEPOT - SAHAR CARGO COMPLEX,3
4100,BEST,410,VIKHROLI DEPOT - KONDIVTE CAVES/MAHAKALI CAVES,3
4110,BEST,411,WADALA DEPOT - SANGHARSH NGR.(CHANDIVLI),3
4120,BEST,412,MULUND RLY.STN.(W) - GHATI PADA,3
4130,BEST,413,KUNCHI KURVE NGR. - SANTACRUZ STN (E),3
4141,BEST,414,MUMBAI CENTRAL DEPOT - MAJAS DEPOT/SHYAM NGR.,3
4150,BEST,415,AGARKAR CHK. - MAJAS DEPOT/SHYAM NGR.,3
4160,BEST,416,GHATKOPAR STN.(W) - AMRUT NGR.,3
4170,BEST,417,VIKHROLI PARK SITE - SURYA NGR.,3
4190,BEST,419,GHATKOPAR BUS STN./GKD - SANGHARSH NGR.(CHANDIVLI),3
4210,BEST,421,GHATKOPAR BUS STN./GKD - FILTER PADA,3
4214,BEST,421,GHATKOPAR BUS STN./GKD - GHATKOPAR BUS STN./GKD,3
4220,BEST,422,MULUND-W CHECK NAKA BUS STN. - BANDRA BUS STN(W),3
4227,BEST,AS-,MULUND-W CHECK NAKA BUS STN. - AGARKAR CHK.,3
4240,BEST,424,MULUND RLY.STN.(W) - GOREGAON DEPOT,3
4250,BEST,425,MANGATRAM PETROLPUMP - SEVEN BUNGALOWS BUS STN.,3
4260,BEST,426,VIDYA VIHAR BUS STN(W) - FILTER PADA,3
4270,BEST,427,GHATKOPAR STN.(W) - VIHAR LAKE,3
4280,BEST,428,MANGATRAM PETROLPUMP - SADBHAKTI MANDIR,3
4290,BEST,429,GHATKOPAR STN.(W) - MILIND NGR.,3
4300,BEST,430,MAHUL VILLAGE - GHATKOPAR BUS STN./GKD,3
4310,BEST,431,KURLA BUS STN (E) - TATA POWER CENTRE(CHEMBUR),3
4330,BEST,433,VIDYA VIHAR BUS STN(W) - SANTACRUZ STN (E),3
4340,BEST,434,AGARKAR CHK. - BAMANDAYA PADA,3
4354,BEST,435,AGARKAR CHK. - AGARKAR CHK.,3
4380,BEST,438,DINDOSHI BUS STN. - DAHISAR BUS STN.,3
4401,BEST,440,WADALA DEPOT - BORIVLI STN(E),3
4407,BEST,AS-,WADALA DEPOT - BORIVLI STN(E),3
4410,BEST,441,AGARKAR CHK. - MAJAS DEPOT/SHYAM NGR.,3
4420,BEST,442,SADBHAKTI MANDIR - MHADA CLY.(MAJAS),3
4430,BEST,443,AGARKAR CHK. - BAMANDAYA PADA,3
4441,BEST,444,GHATKOPAR BUS STN./GKD - GOREGAON DEPOT,3
4460,BEST,446,KURLA STN (W) - BAMANDAYA PADA,3
4481,BEST,448,PRATIKSHA NGR.DEPOT - BORIVLI STN(E),3
4491,BEST,449,DHARAVI DEPOT - KANDIVLI BUS STN.( E ),3
4510,BEST,451,GOREGAON STN(E) - ADARSH NGR.,3
4520,BEST,452,GOREGAON STN(E) - MAYUR NGR.,3
4531,BEST,453,WADALA DEPOT - LOKMANYA NGR.(THANE),3
4540,BEST,454,SEVEN BUNGALOWS BUS STN. - SHIVSHAI PRAKALP/MANTRI PARK,3
4560,BEST,456,SHIVSHAI PRAKALP/MANTRI PARK - MALVANI DEPOT/ GAIKWAD NGR.,3
4587,BEST,AS-,MULUND DEPOT - P.THAKRE NGR.MARKET,3
4591,BEST,459,MULUND RLY.STN.(W) - MALVANI DEPOT/ GAIKWAD NGR.,3
4601,BEST,460,MULUND RLY.STN.(W) - GORAI DEPOT,3
4611,BEST,461,MULUND-W CHECK NAKA BUS STN. - P.THAKRE NGR BUS.STN.,3
4617,BEST,AS-,MULUND-W CHECK NAKA BUS STN. - BORIVLI BUS STN(W),3
4620,BEST,462,BORIVLI STN(E) - VAISHALI NGR.,3
4630,BEST,463,WORLI DEPOT - CHEMBUR CLY.,3
4641,BEST,464,MAROL DEPOT - P.THAKRE NGR BUS.STN.,3
4691,BEST,469,MULUND-W CHECK NAKA BUS STN. - GOREGAON DEPOT,3
4701,BEST,470,GHATKOPAR BUS STN./GKD - BORIVLI STN(E),3
4730,BEST,473,BANDRA BUS STN(W) - MAHUL VILLAGE,3
4770,BEST,477,BORIVLI RLY.COMPOUND RD(E) - RUSHIVAN,3
4781,BEST,478,VIKHROLI DEPOT - BORIVLI STN(E),3
4810,BEST,481,GHATKOPAR BUS STN./GKD - VASHINAKA M.M.R.D.A.CLY.,3
4841,BEST,484,MHADA CLY.BUS STN.(MULUND-E) - PAWAR NGR.BUS STN.(THANE),3
4881,BEST,488,SHIVAJI NGR.DEPOT - DINDOSHI DEPOT,3
4891,BEST,489,SHIVAJI NGR.DEPOT - DAHISAR BRIDGE,3
4911,BEST,491,SEEPZ BUS STN. - BRAHMAND AZAD NGR.BUS STN,3
4921,BEST,492,SEEPZ BUS STN. - WAGHBILGAON,3
4931,BEST,493,ANUSHAKTI NGR.BUS STN. - DADLANI PARK (THANE-W),3
4941,BEST,494,GHATKOPAR BUS STN./GKD - RETI BUNDER - KHARIGAON(KALWA),3
4951,BEST,495,GAWANPADA FIRE BRIGADE(MULUND-E) - THANE STN.(E),3
4961,BEST,496,AGARKAR CHK. - MARATHON CHK.(TEEN HATH NAKA),3
4971,BEST,497,GHATKOPAR BUS STN./GKD - LOKMANYA NGR.(THANE),3
4981,BEST,498,SANGHARSH NGR.(CHANDIVLI) - BORIVLI STN(E),3
4991,BEST,499,GHATKOPAR BUS STN./GKD - VRINDAVAN SCTY.(THANE),3
5001,BEST,500,VIKHROLI DEPOT - AIROLI BUS STN.,3
5011,BEST,501,KURLA BUS STN (E) - AIROLI BUS STN.,3
5021,BEST,502,WADALA DEPOT - NERUL SECT.-46/48,3
5031,BEST,503,RANI LAXMIBAI CHK. - KALAMBOLI BUS STN,3
5037,BEST,AS-,WADALA DEPOT - KALAMBOLI BUS STN,3
5041,BEST,504,WADALA DEPOT - JALVAYU VIHAR(KHARGHAR),3
5051,BEST,505,BANDRA BUS STN(W) - C.B.D. BELAPUR BUS STN.,3
5057,BEST,AS-,SANTACRUZ DEPOT - C.B.D. BELAPUR BUS STN.,3
5061,BEST,506,JIJAMATA UDN. - NERUL RLY. STN.,3
5063,BEST,506,JIJAMATA UDN. - KOPAR KHAIRANE EXTN.,3
5071,BEST,507,SANTACRUZ STN (E) - NERUL BUS STN.,3
5081,BEST,508,DR.AMBEDKAR GARDEN - NERUL SECT.-46/48,3
5091,BEST,509,ANTOP HILL BUS STN. - MILLENNIUM BUSINESS PARK,3
5101,BEST,510,BARVE NGR. - M.I.D.C. ELECTRONIC ZONE,3
5111,BEST,511,MAHARANA PRATAP CHK.(MULUND) - NERUL BUS STN.,3
5121,BEST,512,MULUND-W CHECK NAKA BUS STN. - NERUL BUS STN.,3
5127,BEST,AS-,MULUND-W CHECK NAKA BUS STN. - VASHI SECT.19,3
5131,BEST,513,GAWANPADA FIRE BRIGADE(MULUND-E) - VASHI RAILWAY STN.,3
5141,BEST,514,MULUND-W CHECK NAKA BUS STN. - L & T INFOTECH(MAHAPE),3
5151,BEST,515,BANDRA BUS STN(W) - C.B.D. BELAPUR BUS STN.,3
5171,BEST,517,SANTACRUZ STN (E) - VASHI SECT.19,3
5181,BEST,518,SHIVAJI NGR.DEPOT - GHANSOLI VILLAGE,3
5191,BEST,519,DEONAR DEPOT - GHANSOLI VILLAGE,3
5201,BEST,520,DEONAR DEPOT - AIROLI BUS STN.,3
5211,BEST,521,VASANTRAO NAIK CHK. - GHANSOLI VILLAGE,3
5221,BEST,522,MAROL DEPOT - VASHI RAILWAY STN.,3
5231,BEST,523,DINDOSHI BUS STN. - MILLENNIUM BUSINESS PARK,3
5241,BEST,524,BORIVLI STN(E) - VASHI SECT.19,3
5247,BEST,AS-,BORIVLI STN(E) - C.B.D. BELAPUR BUS STN.,3
5251,BEST,525,DINDOSHI BUS STN. - VASHI SECT.19,3
5257,BEST,AS-,DINDOSHI BUS STN. - L & T INFOTECH(MAHAPE),3
5259,BEST,AS-,DINDOSHI BUS STN. - KOPAR KHAIRANE,3
5261,BEST,526,JIJAMATA UDN. - JALVAYU VIHAR(KHARGHAR),3
5331,BEST,533,ANDHERI BUS STN.(W) - VASHI SECT.19,3
5451,BEST,545,AGARKAR CHK. - AIROLI BUS STN.,3
5517,BEST,AS-,MAROL DEPOT - VASHI BUS STN.,3
5927,BEST,AS-,VASANTRAO NAIK CHK. - L & T INFOTECH(MAHAPE),3
6010,BEST,601,MALAD STN-E(PODDAR PARK) - VADARPADA,3
6020,BEST,602,KANJUR MARG STN.(W) - HIRANANDANI POWAI BUS STN.,3
6034,BEST,603,AMRUT NGR. - AMRUT NGR.,3
6050,BEST,605,BHANDUP STN.(W) - TEMBIPADA,3
6074,BEST,607,BHANDUP STN.(W) - BHANDUP STN.(W),3
6080,BEST,608,KANJUR MARG STN.(W) - HANUMAN NGR.,3
6090,BEST,609,VIDYA VIHAR BUS STN(W) - KOHINOOR S.R.A. COLONY,3
6100,BEST,610,KURLA BUS STN (E) - BUNTARA BHAVAN,3
6110,BEST,611,MALAD STN-E(PODDAR PARK) - DINDOSHI BUS STN.,3
6120,BEST,612,BHANDUP STN.(W) - HANUMAN NGR.,3
6150,BEST,615,RANI LAXMIBAI CHK. - SANTACRUZ STN (E),3
6184,BEST,618,SANTACRUZ STN (E) - SANTACRUZ STN (E),3
6214,BEST,621,MALAD STN-W(ANAND MARG CHKY) - MALAD STN-W(ANAND MARG CHKY),3
6224,BEST,622,MALAD STN-W(SAINATH MARG CHKY) - MALAD STN-W(SAINATH MARG CHKY),3
6240,BEST,624,MALAD STN-E(PODDAR PARK) - ANAND NAGAR (APPAPADA MALAD-E),3
6250,BEST,625,MALAD STN-E(PODDAR PARK) - ALIKA NGR.,3
6270,BEST,627,ANDHERI STN.(W) (KUMKUM) - MORA VILLAGE,3
6284,BEST,628,BORIVLI STN(E) - BORIVLI STN(E),3
6290,BEST,629,BORIVLI STN(E) - DHEERAJ UPVAN,3
6300,BEST,630,KHAR STN (W) - SANTACRUZ STN (W),3
6320,BEST,632,KURLA STN (W) - SUNDER BAUG (KAMANI),3
6630,BEST,663,MAHUL VILLAGE - TROMBAY,3
6640,BEST,664,AGARKAR CHK. - SAMARTH NGR.,3
7001,BEST,700,MAGATHANE DEPOT - THANE STN.(E),3
7007,BEST,AS-,MAGATHANE DEPOT - THANE STN.(E),3
7015,BEST,701,KANDIVLI BUS STN.( E ) - KANDIVLI BUS STN.( E ),3
7021,BEST,702,MAGATHANE DEPOT - GHODBUNDER VILLAGE,3
7035,BEST,703,SAMATA NGR.BUS STN.(KANDIVLI-E) - SAMATA NGR.BUS STN.(KANDIVLI-E),3
7051,BEST,705,JAY MAHARASHTRANGR. - WESTERN PARK,3
7061,BEST,706,MAROL DEPOT - BHAYANDER STN.(E),3
7071,BEST,707,SANTACRUZ DEPOT - BHAYANDER PHATAK(POLICE CHKY),3
7077,BEST,AS-,SANTACRUZ DEPOT - MAXUS MALL (BHAYANDER-W),3
7085,BEST,708,DAMU NAGAR. BUS.STN. - DAMU NAGAR. BUS.STN.,3
7091,BEST,709,MAGATHANE DEPOT - BHAYANDER STN.(E),3
7101,BEST,710,JAY MAHARASHTRANGR. - BHAYANDER RLY.STN.(W),3
7181,BEST,718,DINDOSHI BUS STN. - BHAYANDER STN.(E),3
7201,BEST,720,P.THAKRE NGR.MARKET - BHAYANDER STN.(E),3
8021,BEST,SPL,CHH. SHIVAJI TERMINUS(BHATIA) - WORLD TRADE CENTRE,3
8031,BEST,SPL,COLABA BUS STN. - MAHATMA PHULE MARKET,3
8041,BEST,SPL,CHH. SHIVAJI TERMINUS(BHATIA) - FREE PRESS HOUSE,3
8101,BEST,MAH,BREACH CANDY HOSPITAL - P.THAKRE UDN.BUS STN.,3
8111,BEST,MAH,BREACH CANDY HOSPITAL - BYCULLA STN.(W),3
8121,BEST,FOR,CHH. SHIVAJI TERMINUS - CHH. SHIVAJI TERMINUS,3
8127,BEST,FOR,CHH. SHIVAJI TERMINUS - CHH. SHIVAJI TERMINUS,3
8131,BEST,FOR,CHH. SHIVAJI TERMINUS - CHH. SHIVAJI TERMINUS,3
8161,BEST,MAH,BORIVLI STN(E) - KANHERI CAVES,3
8526,BEST,BAN,BANDRA BUS STN(W) - HILL RD.GARDEN/MEHBOOB STUDIO,3
9010,BEST,WOR,SHIVAJI NGR.DEPOT - AIROLI BUS STN.,3
9020,BEST,WOR,SHIVAJI NGR.DEPOT - DEONAR DEPOT,3
9030,BEST,WOR,VIKHROLI DEPOT - VIKHROLI DEPOT,3
9040,BEST,WOR,VIKHROLI PARK SITE - VIKHROLI DEPOT,3
9050,BEST,WOR,VIKHROLI PARK SITE - VIKHROLI DEPOT,3
