stop_id,stop_name,stop_lat,stop_lon,stop_desc
682,THAKURDWAR,18.9524640144,72.8219024931,Marathi:ठाकुरव्दार Road:JAGANNATH SHANKARSHETH MARG Area:GIRGAON
683,GAIWADI,18.9537304467,72.8208782341,Marathi:गाय वाडी (गिरगाव) Road:JAGANNATH SHANKARSHETH MARG Area:GIRGAON
684,NAWAB TANK MARG,18.9655398149,72.8453927241,Marathi:नवाब टँक मार्ग Road:NAWAB TANK MARG Area:DOCKYARD ROAD
685,TADWADI,18.9654235104,72.8389891442,Marathi:ताड वाडी Road:SHIVDAS CHAPSI MARG Area:DONGRI
686,NOORBAUG,18.9626480621,72.837152978,Marathi:नूर मार्ग Road:RAMCHANDRA BHAT MARG Area:DONGRI
687,SANDHURST RD.STN.,18.9609586465,72.838853506,Marathi:सँडहर्स्ट स्थानक रोड Road:DR.MAISHERI MARG Area:SANDHURST ROAD (W)
688,CHINCH BUNDER,18.9586506468,72.8382947095,Marathi:चिंच बंदर Road:DR.MAISHERI MARG Area:SANDHURST ROAD (W)
689,DONGRI,18.9583766821,72.836621011,Marathi:डोंगरी Road:SARDAR VALLABHBHAI PATEL MARG Area:DONGRI
691,GOL MANDIR,18.9581331576,72.8289820798,Marathi:गोल मंदीर Road:SARDAR VALLABHBHAI PATEL MARG Area:KUMBHARWADA
693,KHETWADI,18.9582549199,72.8238322384,Marathi:खेतवाडी Road:SARDAR VALLABHBHAI PATEL MARG Area:DONGRI
694,PRARTHANA SAMAJ/ HARKISHANDAS HOSP.,18.9576979456,72.8198356711,Marathi: Road:RAJA RAMMOHAN ROY MARG Area:OPERA HOUSE
695,CENTRAL TALKIES,18.9550444951,72.8190811541,Marathi:सेंट्रल टॉकीज Road:RAJA RAMMOHAN ROY MARG Area:OPERA HOUSE
696,NOVELTY CINEMA/ DR BHADKAMKAR RD.,18.9618437497,72.8183368797,Marathi:नोव्हेल्टी सिनेमा Road:MAULANA SHAUKATALI MARG Area:GRANT ROAD (E)
697,MAHALAXMI STN.,18.982845869,72.8239356322,Marathi:महालक्ष्मी स्थानक Road:DR.E.MOSES MARG Area:MAHALAXMI (W)
698,FAMOUS STUDIO,18.9858894489,72.8240643782,Marathi:फेमस स्टुडीओ Road:DR.E.MOSES MARG Area:WORLI
699,AMBIKA MILL B.STN/H.U.RAKHANGI CHK.,18.9889182323,72.8226127015,Marathi:अंबिका मिल्स / किंग जॉर्ज इन्फेरनरी Road:SENAPATI BAPAT MARG Area:WORLI
700,JIJAMATA NGR.,18.9919395625,72.8208256408,Marathi:जिजामाता नगर वरली Road:DR.E.MOSES MARG Area:WORLI
701,MUNICIPAL CLY.,19.0121251493,72.8202971804,Marathi:म्युनीसीपल वसाहत वरली Road:SASMIRA MARG Area:WORLI
703,DR.SHYAMAPRASAD MUKHERJI CHK./REGAL,18.9235674747,72.8317803649,Marathi: Road:SHAHID BHAGATSINGH MARG Area:FORT
705,RESERVE BANK,18.9328599439,72.8363341051,Marathi:आर.बी.आय (फोर्ट) Road:SHAHID BHAGATSINGH MARG Area:FORT
706,INDIRA DOCK,18.9377884182,72.839763745,Marathi:इंदिरा गोदी Road:WALCHAND HIRACHAND MARG Area:FORT
707,FIRE BRIGADE,18.9503853109,72.8409206825,Marathi:अग्नीशमन दल फोर्ट Road:P.D'MELLO MARG Area:FORT
708,BEST POWER HOUSE(KUSSARA),18.96953621,72.8455445288,Marathi:बे.स्ट पावर हाउस (कुसारा) Road:BARRISTER NATH PAI MARG Area:MAZGAON
710,SHRAWAN YESHWANTE CHK.,18.9880273201,72.8414408185,Marathi:श्रावन येशवंते चौक Road:DATTARAM LAD MARG Area:KALA CHOWKY
711,HAKOBA,18.9881287705,72.8392735937,Marathi:हाकोबा ( काला चौकी) Road:DATTARAM LAD MARG Area:KALA CHOWKY
712,WORLI VILLAGE,19.0160595,72.8179172298,Marathi:वरली गाव Road:VEER NARIMAN MARG Area:WORLI
713,DAWN MILL,18.9981393751,72.8286580114,Marathi:डाउन मिल Road:GANPATRAO KADAM MARG Area:LOWER PAREL
714,GOPIKRISHNA PIRAMAL HOSPITAL,18.9982632519,72.8254478614,Marathi:गोपीक्रीष्ण पिरामल हॉस्पीटल Road:GANPATRAO KADAM MARG Area:LOWER PAREL
715,SHREE RAM MILL,18.9983528478,72.8228231965,Marathi:श्री राम मील Road:GANPATRAO KADAM MARG Area:WORLI
716,GANDHI NGR.,18.9937493797,72.8227245765,Marathi:गांधी नगर वरली Road:DAINIK SHIVNER MARG Area:WORLI
717,JIJAMATA NGR.,18.9927171538,72.8204366523,Marathi: Road:DR.E.MOSES MARG Area:WORLI
718,ADARSH NGR.,19.0142945504,72.8203634044,Marathi:आदर्श नगर (वरली) Road:VEER NARIMAN MARG Area:WORLI
719,UMERKHADI,18.9624201431,72.8348263558,Marathi:उमर खाडी Road:RAMCHANDRA BHAT MARG Area:DONGRI
720,RATHOD MARG,18.9643323874,72.8402106962,Marathi:राठोड मार्ग डॉकयार्ड Road:JEENABHAI MULJI RATHOD MARG Area:DOCKYARD ROAD
721,B.P.T.CLY.,18.9639062344,72.842056056,Marathi:बी.पी.टी. वसाहट ( माझगाव) Road:JEENABHAI MULJI RATHOD MARG Area:MAZGAON
722,KALACHKYPOLICE STN.,18.9879606352,72.843441677,Marathi:काळा चौकी Road:SHRIKANT KESHAV HADKAR MARG Area:KALA CHOWKY
724,JUBILEE MILLS,18.9937432119,72.8485700606,Marathi:जुबीली मील्स Road:TOKARSEE JIVARAJ MARG Area:SEWREE
725,SWAN MILLS,18.996461968,72.8493210791,Marathi:स्वान मील्स Road:TOKARSEE JIVARAJ MARG Area:SEWREE
726,KHODADAD CIRCLE (BHAVE CHK),19.0164451593,72.846662381,Marathi: Road:DR.BABASAHEB AMBEDKAR MARG Area:DADAR (E)
727,DADAR POST OFFICE,19.0150656633,72.8457075146,Marathi:दादर पोस्ट कार्यालय Road:DR.BABASAHEB AMBEDKAR MARG Area:DADAR (E)
734,REAY RD.BRIDGE,18.9760554414,72.8441848471,Marathi:रे रोड पुल Road:SANT SAWATA MARG Area:REAY ROAD (W)
735,MAFATLAL MILL,18.9773033667,72.8414704516,Marathi:माफतलाल मील Road:RAMBHAU BHOGALE MARG Area:REAY ROAD (W)
738,SEWREE RLY.PHATAK,18.9960561863,72.8529045104,Marathi:शिवडी रेलवे फाटक Road:JACKERIA BUNDER MARG Area:SEWREE
739,SEWREE NAKA,18.9891577466,72.8462955474,Marathi: Road:TOKARSEE JIVARAJ MARG Area:SEWREE
740,SEWREE STN.(W),18.9980133058,72.8540356141,Marathi: Road:JACKERIA BUNDER MARG Area:SEWREE
741,MADHAV NGR.,19.0117483037,72.8527460079,Marathi: Road:RAFI AHMED KIDWAI MARG Area:WADALA (W)
746,BABULNATH,18.9563884608,72.8081850096,Marathi:बाबुलनाथ Road:BABULNATH MARG Area:BABULNATH
751,CHOWPATI BAND STAND,18.9558912585,72.8089789435,Marathi:चौपाटी Road:DR.N.A.PURANDARE MARG Area:WALKESHWAR
752,WILSON COLLEGE,18.9574431694,72.8103568204,Marathi: Road:PANDITA RAMABAI MARG Area:NANA CHOWK
754,CHRIST CHURCH SCHOOL,18.9693766069,72.8297276579,Marathi:च्रिस्त चर्च स्कुल Road:MIRZA GALIB MARG Area:NAGPADA
755,ALEXANDRA CINEMA,18.9671402535,72.8281346112,Marathi:अलेक्झांड्रा सिनेमा Road:JAHANGIR BOMAN BEHRAM MARG Area:NAGPADA
758,AUGUST KRANTI MAIDAN,18.9631181462,72.8105172905,Marathi:अगस्त क्रांती मैदान Road:AUGUST KRANTI MAIDAN MARG Area:NANA CHOWK
759,GODREJ CHK.,18.9640719201,72.8078779968,Marathi:गोदरेज चौक Road:AUGUST KRANTI MAIDAN MARG Area:NANA CHOWK
762,GOODS SHED,18.9806865891,72.8464326547,Marathi:गुड्स शेड Road:MESSANT MARG Area:REAY ROAD (E)
763,C & D SHED,18.9857186765,72.8486642526,Marathi:सी आणि डी. शेड कॉटन ग्रीन Road:MESSANT MARG Area:COTTON GREEN (E)
764,B.P.T.CLY.,18.9920897302,72.8519258188,Marathi:बी.पी.टी.वसाहत (कॉटन ग्रिन) Road:MESSANT MARG Area:COTTON GREEN (E)
769,GODREJ FOODS CO./VEG.OILS,19.0096571075,72.8614593278,Marathi:गोदरेज फुडस कंपनी Road:NADKARNI MARG Area:WADALA (E)
770,B.P.T.CLY.,19.011482968,72.8621459733,Marathi:बी.पी.टी. वसाहत( वडाला -पूर्व) Road:NADKARNI MARG Area:WADALA (E)
771,B.P.T.HOSPITAL,19.0124186595,72.8624829935,Marathi:बी.पी.टी. हॉस्पीटल( वडाला -पूर्व) Road:NADKARNI MARG Area:WADALA (E)
775,LOWER PAREL WORKSHOP,19.0027706375,72.8310516995,Marathi:लोअर परेल वर्कशॉप Road:N.M.JOSHI MARG Area:LOWER PAREL
776,SHITALADEVI TEMPLE MARG,19.0389512055,72.8427038173,Marathi: Road:SHITALADEVI TEMPLE MARG Area:MAHIM
777,MAHIM STN.( W ),19.0403029609,72.8465533896,Marathi:माहिम स्टेशन ( प) Road:SENAPATI BAPAT MARG Area:MAHIM (W)
780,PHOENIX MILL,18.994809588,72.8255180083,Marathi:फोनीक्स मील Road:SENAPATI BAPAT MARG Area:ELPHINSTONE ROAD
781,K.V.YADAV CHK.,18.9995682811,72.8281212493,Marathi:के.व्ही.यादव चौक / लोअर परेल Road:SENAPATI BAPAT MARG Area:LOWER PAREL
782,BHARATMATA CINEMA,18.9953924587,72.8366343,Marathi:भारतमाता सिनेमा Road:JIJIBHAI LANE Area:PAREL
786,K.E.M.HOSPITAL,19.000552234,72.8427666923,Marathi: Road:DR.S.S.RAO MARG Area:PAREL
792,BHARATMATA CINEMA/MAHADEO PALAV MAR,18.9953561853,72.8351553575,Marathi:भारतमाता सिनेमा Road:MAHADEO PALAV MARG Area:CURRY ROAD
807,DR.BHADKAMKAR RD.,18.9617820011,72.8173645403,Marathi:डॉ. भडकमकर चौक Road:DR.DADASAHEB BHADKAMKAR MARG Area:GRANT ROAD (E)
808,GANESH TALKIES,18.9883250885,72.8336486797,Marathi:गणेश टॉकीज लालबाग Road:SANE GURUJI MARG Area:LALBAUG
809,KUMBHARWADA,19.0540868043,72.8922723004,Marathi:कुंभार वाडा Road:VITHAL NARAYAN PURAV MARG Area:CHEMBUR (E)
810,RESERVE BANK CLY.,19.0526558292,72.8992182986,Marathi:आर.बी.आय वसाहत (चेंबुर) Road:VITHAL NARAYAN PURAV MARG Area:CHEMBUR (E)
811,MAITRI PARK,19.049406394,72.9053017293,Marathi:मैत्री पार्क Road:VITHAL NARAYAN PURAV MARG Area:DEONAR
812,R.K.STUDIO,19.0468102014,72.9080483113,Marathi:आर. के. स्टुडीओ Road:VITHAL NARAYAN PURAV MARG Area:DEONAR
815,VASUDEO B.PHADKE CHK.,18.9432084706,72.8299273106,Marathi:व्ही. बी. फडके चौक/मेट्रो/धोबी तलाव Road:MAHAPALIKA MARG Area:DHOBITALAO
816,VASUDEO B.PHADKE CHK.,18.9439042479,72.8286011199,Marathi: Road:JAGANNATH SHANKARSHETH MARG Area:DHOBITALAO
817,VASUDEO B.PHADKE CHK.,18.9382623884,72.8302854425,Marathi: Road:MAHATMA GANDHI MARG Area:DHOBITALAO
818,VASUDEO B.PHADKE CHK.,18.9442419624,72.8295273086,Marathi: Road:LOKMANYA TILAK MARG Area:DHOBITALAO
819,CHH. SHIVAJI TERMINUS(GPO),18.9384599027,72.8370017985,Marathi: Road:WALCHAND HIRACHAND MARG Area:FORT
820,CHH. SHIVAJI TERMINUS,18.9391804134,72.8354246596,Marathi: Road:MAHAPALIKA MARG Area:FORT
822,MINERVA TALKIES,18.9657391443,72.8190382387,Marathi:मिनर्व्हा टॉकीज Road:DR.DADASAHEB BHADKAMKAR MARG Area:GRANT ROAD (E)
823,DR.SHIRODKAR HIGH SCHOOL,18.9987907608,72.8396957557,Marathi:डॉ. शिरोडकर हाय स्कुल Road:DR.ERNEST BORGES MARG Area:PAREL
824,NAIGAON POLICE CLY.,19.0070821834,72.8470060806,Marathi:नायगाव पोलीस वसाहत Road:G.D.AMBEKAR MARG Area:PAREL
825,BEST CLY.,19.0126003637,72.8538188915,Marathi:बे.स्ट. वसाहत वडाळा Road:WADALA MARG NO.37 Area:WADALA (W)
826,KHODADAD CIRCLE (DADAR WORKSHOP),19.016389371,72.8499293115,Marathi: Road:LOKMANYA TILAK MARG Area:DADAR (E)
829,S BRIDGE/MANDLIK CHK.,18.9796906391,72.8320003032,Marathi:एस. पुल /मंडलीक चौक Road:N.M.JOSHI MARG Area:BYCULLA (W)
830,BAWLA MASJID,18.9930822284,72.8314424037,Marathi:बावळा मस्जिद Road:N.M.JOSHI MARG Area:ARTHUR ROAD
833,MAHAPOUR NIWAS/SHIVAJI PARK,19.0258791287,72.8359009142,Marathi:मेयर्स बंगला/ शिवाजी पार्क (कॅडेल रोड) Road:VEER SAVARKAR MARG Area:SHIVAJI PARK
835,KAPADA BAZAR,19.0301784216,72.8400079032,Marathi:कपडा बाजार Road:SHITALADEVI TEMPLE MARG Area:MAHIM
837,R.B.I.BANK,19.057142447,72.8525770407,Marathi:आर.बी.आय बिकेसी Road:KHAN ABDUL GAFFARKHAN MARG Area:BANDRA (E)
838,INCOME TAX OFFICE,19.0584174471,72.8538854252,Marathi:आयकर भवन बिकेसी Road:KHAN ABDUL GAFFARKHAN MARG Area:BANDRA-KURLA COMPLEX
839,TATA CLY.,19.0596167898,72.8556240301,Marathi:टाटा कॉलनी बांद्रा Road:KHAN ABDUL GAFFARKHAN MARG Area:BANDRA (E)
840,BHARAT NGR.,19.060607834,72.8584237229,Marathi:भारत नगर बांद्रा Road:KHAN ABDUL GAFFARKHAN MARG Area:BANDRA-KURLA COMPLEX
841,BKC TEL.EXCHANGE,19.0709712168,72.8721029889,Marathi:कुर्ला दुरध्वनी केंद्र बीकेसी Road:KHAN ABDUL GAFFARKHAN MARG Area:BANDRA-KURLA COMPLEX
842,KAPADIA NGR.,19.0748765844,72.8721745379,Marathi:कपाडिया नगर Road:C.S.T.ROAD Area:KURLA (W)
844,WADALA GATE NO 2/5,19.0174517461,72.8593749305,Marathi:वडाळा गेट न. 2/5 Road:RAFI AHMED KIDWAI MARG Area:WADALA (W)
845,GAONDEVI POLICE STN.,18.960345732,72.8125623748,Marathi:गावदेवी पोलीस स्टेशन Road:PANDITA RAMABAI MARG Area:NANA CHOWK
846,APNA BAZAR,19.0071191969,72.8450242498,Marathi:अपना बाझार (परेल) Road:GOVINDJI KENI MARG Area:PAREL
847,SPRING MILL/HINDMATA CINEMA,19.011075263,72.848478935,Marathi: Road:G.D.AMBEKAR MARG Area:DADAR (E)
849,SHARDA CINEMA,19.0141741156,72.8460688808,Marathi: Road:MUMBAI MARATHI GRANTHSANGRALAYA MG Area:DADAR (E)
851,CHITRA CINEMA,19.0150620163,72.8454923976,Marathi: Road:DR.BABASAHEB AMBEDKAR MARG Area:DADAR (E)
852,V.J.T.I.COLLEGE,19.0222636709,72.8569078792,Marathi: Road:NATHALAL PAREKH MARG Area:KINGS CIRCLE
855,WILSON COLLEGE,18.9568450738,72.8102234885,Marathi: Road:PANDITA RAMABAI MARG Area:WALKESHWAR
856,BABULNATH TEMPLE,18.9578800586,72.8090433165,Marathi:बाबुलनाथ मंदिर Road:BABULNATH MARG Area:BABULNATH
858,RAILWAY HOTEL / CHARNI RD.JUN.,18.9587938061,72.8196210944,Marathi:रेलवे होटेल/ चर्नी रोड जंक्शन Road:RAJA RAMMOHAN ROY MARG Area:TARDEO
859,TARDEO BUS STN/RUSHI MEHTA CHK.,18.9647092991,72.8206617915,Marathi:ताडदेव बस स्थानक/रुषी मेहता चौक Road:R.S.NIMKAR MARG Area:TARDEO
860,SHUKLAJI STREET,18.9663022862,72.8245885455,Marathi:शुक्लाजी रस्ता Road:R.S.NIMKAR MARG Area:TARDEO
861,MADKEBUWA CHK.,19.0054987546,72.8395809614,Marathi: Road:ACHARYA DONDE MARG Area:PAREL
862,EVERARD SCTY.,19.051119482,72.8775954972,Marathi:एव्हरार्ड सोसायटी Road:BHANUSHANKAR YADGNIK MARG Area:ANIK
863,WALKESHWAR,18.9465861117,72.7957416221,Marathi:वाळकेश्वर Road:WALKESHWAR MARG Area:WALKESHWAR
864,TEEN BATTI,18.9482503042,72.7981877967,Marathi:तीन भट्टी Road:WALKESHWAR MARG Area:WALKESHWAR
865,PARSI AGYARI,18.9489403304,72.7997971221,Marathi:पारसी अग्यारी Road:WALKESHWAR MARG Area:WALKESHWAR
866,WHITE HOUSE,18.9501580166,72.8016853972,Marathi:व्हाइट हाउस Road:WALKESHWAR MARG Area:WALKESHWAR
867,SHITAL BAUG,18.9527752769,72.8050943879,Marathi:शितल बाग Road:WALKESHWAR MARG Area:WALKESHWAR
868,TEEN BAKDA,18.9547124111,72.8075574464,Marathi:तीन बाकडा Road:WALKESHWAR MARG Area:WALKESHWAR
869,PHOENIX CHEMICALS,18.9851416694,72.837087777,Marathi:फोनीक्स रसायनी Road:TANAJI MALUSARE MARG Area:KALA CHOWKY
870,AZAD FLOUR MILL,18.9867243161,72.8388473061,Marathi:आझाद फ्लोर मील Road:TANAJI MALUSARE MARG Area:KALA CHOWKY
871,NAIGAON POLICE CLY.,19.0079662087,72.8471846798,Marathi: Road:G.D.AMBEKAR MARG Area:PAREL
872,PHANASWADI,18.9527037956,72.8246346343,Marathi:फणस वाडी  Road:DR.BABASAHEB JAYKAR MARG Area:GIRGAON
873,KASTURBA GANDHI CHK.,18.9549533852,72.825702212,Marathi:कस्तुर्बा गांधी चौक Road:CAVASJI PATEL MARG Area:C.P.TANK
874,GULAL WADI/YADNIK CHK,18.9558463238,72.8271506049,Marathi:गुलाल वाडी / याद्नीक चौक Road:CAWASJI PATEL MARG Area:C.P.TANK
875,ALANKAR CINEMA,18.9581225321,72.8267349573,Marathi:अलंकार सिनेमा Road:SARDAR VALLABHBHAI PATEL MARG Area:KHETWADI
876,GOL MANDIR,18.9580754629,72.8284204413,Marathi: Road:SARDAR VALLABHBHAI PATEL MARG Area:KUMBHARWADA
878,PLAY HOUSE,18.9584588639,72.8255901577,Marathi:प्ले हाउस Road:PATTHE BAPURAO MARG Area:BHENDI BAZAAR
879,TWO TANKS,18.9619175061,72.8280978403,Marathi:टु टँक्स  Road:MAULANA SHAUKATALI MARG Area:BHENDI BAZAAR
880,HASRAT MOHANI CHK.,18.9670482385,72.828781388,Marathi:हसरत मोहानी चौक Road:MAULANA AZAD MARG Area:NAGPADA
886,GOPAL NGR.,19.0063460144,72.8232989577,Marathi:गोपालनगर Road:PANDURANG BUDHKAR MARG Area:WORLI
887,BOMBAY DYEING,19.0063373639,72.8287279562,Marathi:बॉम्बे डायींग Road:PANDURANG BUDHKAR MARG Area:WORLI
890,KIDWAI RD.POLICE STN.,19.0050725224,72.8498131463,Marathi:माधव नगर Road:JERBAI WADIA MARG Area:BHOIWADA
891,KHAMBATA LANE,18.9567088168,72.8284058787,Marathi:खंबाटा लेन Road:PATTHE BAPURAO MARG Area:C.P.TANK
895,HUTATMA CHK. ( O.C.S.),18.9320825189,72.8312515794,Marathi: Road:MAHATMA GANDHI MARG Area:FORT
896,HUTATMA CHK. (SIDDHARTH COLLEGE),18.933790825,72.8320904205,Marathi: Road:DADABHAI NAVROJI MARG Area:FORT
897,HUTATMA CHK. (SIDDHARTH COLLEGE),18.9329958767,72.8315519869,Marathi: Road:DADABHAI NAVROJI MARG Area:FORT
899,HUTATMA CHK. ( O.C.S.),18.9332525186,72.8313236179,Marathi: Road:MAHATMA GANDHI MARG Area:FORT
900,BANDRA BUS STN(W),19.0541622958,72.8392646526,Marathi:बांद्रा स्थानक रोड (प) Road:DHONDOPANT RAMJI VARASKAR MARG Area:BANDRA (W)
901,AHILYABAI HOLKAR CHK.,18.9328656479,72.8279718602,Marathi:अहिल्याबाई होळकर चौक Road:MAHARSHI KARVE MARG Area:CHURCHGATE
902,INCOME TAX OFFICE,18.9405426334,72.8266724404,Marathi:इन्कम टॅक्स कार्यालय मरीन लाइन्स Road:MAHARSHI KARVE MARG Area:MARINE LINES (E)
903,MARINE LINES RLY.STN.(KALA NIKETAN),18.9441931305,72.825056619,Marathi: Road:MAHARSHI KARVE MARG Area:MARINE LINES (E)
904,TODDY CO / EMPIRE DYEING,19.001065166,72.8289570477,Marathi:टोड्डी कंपनी/एम्पायर डायींग Road:SENAPATI BAPAT MARG Area:ELPHINSTONE ROAD
905,KAMLA MILL,19.0029722739,72.8299333717,Marathi:कमला मील Road:SENAPATI BAPAT MARG Area:ELPHINSTONE ROAD
906,KAMGAR STADIUM,19.0128162618,72.8367472335,Marathi:कामगार मैदान Road:SENAPATI BAPAT MARG Area:ELPHINSTONE ROAD
907,MHATRE PEN CO.,19.016204167,72.8399658843,Marathi:म्हात्रे पेन कंपनी Road:SENAPATI BAPAT MARG Area:DADAR (W)
908,DADAR STN.-W,19.019276751,72.8426513966,Marathi: Road:SENAPATI BAPAT MARG Area:DADAR (W)
909,ZARAPKAR STORES,19.0233297005,72.8448475047,Marathi:झारपकार स्टोर्स Road:SENAPATI BAPAT MARG Area:DADAR (W)
910,GIRLS SCHOOL,19.0244054448,72.8452219631,Marathi:गर्लस स्कुल Road:SENAPATI BAPAT MARG Area:DADAR (W)
911,RUPAREL COLLEGE,19.0252270116,72.8454794552,Marathi:रुपारेल महाविद्यालय Road:SENAPATI BAPAT MARG Area:DADAR (W)
912,MATUNGA STN.(W),19.0286799892,72.8467035933,Marathi:मांटुगा स्थानक (प) Road:SENAPATI BAPAT MARG Area:MAHIM (W)
913,SARASWATI VIDYA MANDIR,19.0351102503,72.8476906463,Marathi:सरस्वती विद्या मंदिर Road:SENAPATI BAPAT MARG Area:MAHIM (W)
919,SIR ALIYAWAR JUNG INSTITUTE,19.0520538604,72.8341985857,Marathi:सर अली यावर जंग इंन्स्टीट्युट Road:KRISHANCHAND MARG Area:BANDRA (W)
921,HILL RD.GARDEN/MEHBOOB STUDIO,19.0523885175,72.8240662729,Marathi:हिल रोड गार्डन Road:RAMDAS NAYAK MARG Area:BANDRA (W)
922,ST.PETER'S CHURCH,19.0549136361,72.8293491518,Marathi:सेंट. पीटर्स चर्च Road:RAMDAS NAYAK MARG Area:BANDRA (W)
924,BANK OF INDIA,19.0551855703,72.8306406996,Marathi:बँक आफ इंडीया बांद्रा Road:RAMDAS NAYAK MARG Area:BANDRA (W)
925,BANDRA POLICE STN,19.0560535829,72.8348255967,Marathi:बांद्रा पोलीस स्टेशन Road:RAMDAS NAYAK MARG Area:BANDRA (W)
928,DHARAVI FLY OVER BRIDGE,19.0483107892,72.856443567,Marathi:धारावी  पुल  Road:MUTHU RAMLINGAM THEVAR MARG Area:DHARAVI
931,MAHIM PHATAK,19.0433657726,72.8452337428,Marathi:माहिम फाटक Road:SENAPATI BAPAT MARG Area:MAHIM (W)
932,SHAHU NGR.,19.0413739506,72.8500920961,Marathi:शाहु नगर Road:SANT KABIR MARG Area:DHARAVI
935,KHAMBEKAR STREET,18.958173745,72.835376466,Marathi: Road:SARDAR VALLABHBHAI PATEL MARG Area:DONGRI
938,SWAMI NARAYAN CHK.,19.0175355616,72.8440016296,Marathi:स्वामी नारायण चौक दादर Road:LAKHAMSI NAPOO MARG Area:DADAR (E)
940,RAJA SHIVAJI H.SCHOOL-HINDU CLY.,19.0209030846,72.8486633089,Marathi:राजा शिवाजी हाय स्कुल (हिंदु वसाहत) Road:LAKHAMSI NAPOO MARG Area:DADAR (E)
941,PODDAR COLLEGE & RUIA COLLEGE,19.0233171103,72.8496117379,Marathi:पोद्दार महाविद्यालय / रुइ महाविद्यालय Road:LAKHAMSI NAPOO MARG Area:DADAR (E)
942,MATUNGA STN.(E),19.0281181035,72.8514439294,Marathi:मांटुगा स्टेशन(पू) Road:LAKHAMSI NAPOO MARG Area:MATUNGA (E)
943,PIONEER HIGH SCHOOL,19.028848369,72.8533536622,Marathi:पायोनीर हाय स्कुल Road:TELANG ROAD Area:MATUNGA (E)
944,MATUNGA RLY PHATAK (E),19.0334791511,72.854615348,Marathi:मांटुगा रेलवे फाटक(पू) Road:BHAUDAJI MARG Area:MATUNGA (E)
951,POST OFFICE,19.024395722,72.8539716304,Marathi:पोस्ट कार्यालय मांटुगा Road:TELANG ROAD Area:MATUNGA (E)
952,NATURE PARK/P.M.G.P.CLY.,19.0516280978,72.8627873847,Marathi:नेचर पार्क / धारावी Road:P.M.G.P.ROAD Area:DHARAVI
953,RANI LAXMIBAI CHK./ SION BARRIER,19.0471333906,72.863122383,Marathi: Road:LAL BAHADUR SHASTRI MARG Area:SION (W)
954,DHARAVI T JN./TAPASE CHK.,19.0470824434,72.8521049719,Marathi:धारावी टी. जंक्शन / तापसे चौक Road:MUTHU RAMLINGAM THEVAR MARG Area:DHARAVI
955,M.I.G.CLY.(KALA NGR.),19.0569014184,72.8476382682,Marathi:एम.आय.जी. वसाहत Road:RAMKRISHNA PARAMHANS MARG Area:BANDRA (E)
956,G.S.CLY.,19.0622162949,72.8477401143,Marathi:जी.एस. वसाहत Road:RAMKRISHNA PARAMHANS MARG Area:BANDRA (E)
957,KHERWADI POLICE STN,19.0625560018,72.8494352704,Marathi:खेर वाडी पोलीस स्टेशन Road:SHARDADEVI MARG Area:BANDRA (E)
958,KALAKILLA,19.0481800669,72.8577233741,Marathi:कालाकील्ला Road:SANT ROHIDAS MARG Area:DHARAVI
959,P.THAKRE NGR.BUS STN.,19.220673614,72.8286804114,Marathi:पी. ठाकरे नगर बस स्थानक Road:DR.BABASAHEB AMBEDKAR MARG Area:CHARKOP
960,MAHARASHTRA BANK,19.1412151851,72.8220633108,Marathi:महाराष्ट्र बँक ओशीवारा Road:PURUSHOTTAMDAS TANDON MARG Area:OSHIWARA
961,ORIENTAL BANK/S.SAMARTH NGR MARKET,19.141007274,72.8276722485,Marathi:ओरीयंटेल/समर्थ नगर मार्केट Road:PURUSHOTTAMDAS TANDON MARG Area:OSHIWARA
962,ZULELAL CHK.,19.1401489787,72.8264181508,Marathi:झुलेलाल चौक ओशीवारा Road:PURUSHOTTAMDAS TANDON MARG Area:OSHIWARA
963,SHREE SWAMI SAMARTH NGR.EXT.,19.1416085187,72.8284566296,Marathi:श्री. स्वामी समर्थ नगर  Road:PURUSHOTTAMDAS TANDON MARG Area:OSHIWARA
969,SHASTRI NGR.,19.1591845247,72.8352372903,Marathi:शास्त्री नगर(लिंक रोड) गोरेगाव Road:LINK ROAD Area:GOREGAON (W)
970,MOTILAL NGR.BLOCK NO 8,19.1572991215,72.8412363332,Marathi:मोतीलाल नगर ब्लॉक नं.8 Road:HARIBHAU SHAILAJI RUPWATE MARG Area:GOREGAON (W)
971,BANGUR NGR.,19.1676973439,72.8351085442,Marathi:बांगुर नगर Road:LINK ROAD Area:GOREGAON (W)
972,VINAY INDUSTRY(SUBKUCH MARKET),19.1745478172,72.8370397347,Marathi:शंकर वाडी Road:LINK ROAD Area:MALAD (W)
974,KANDIVLI INDU EST./ GANESH NGR.,19.2047699664,72.828314069,Marathi:कांदिवली इस्टेट/ गणेश नगर Road:LINK ROAD Area:KANDIVLI (W)
975,HINDUSTAN NAKA/C.CHARANSINGH CHK.,19.2103927419,72.830026037,Marathi:हिंदुस्तान नाका/ चरणसिंग चौक Road:HANUMAN MANDIR MARG Area:CHARKOP
976,SAHYADRI NGR.,19.2103804136,72.8289164458,Marathi:सह्याद्री नगर चारकोप Road:HANUMAN MANDIR MARG Area:CHARKOP
977,BANK OF MAHARASTHRA,19.212776674,72.8283069909,Marathi:बँक आफ महराष्ट्रा चारकोप Road:DR.BABASAHEB AMBEDKAR MARG Area:CHARKOP
