stop_id,stop_name,stop_lat,stop_lon
3317,DR.RAVINDRA KULKARNI CHK/SASMIRA,19.004429438,72.8170049561
963,SHREE SWAMI SAMARTH NGR.EXT.,19.1403746996,72.8268161481
4207,RANI LAXMIBAI CHK.,19.0431707916,72.8641044837
4213,MANEKJI COOPER SCHOOL,19.0879011222,72.8272427576
980,KAMLA NEHRU PARK,18.95531,72.8045
981,SAHYADRI GUEST HOUSE,18.95328,72.80292
982,MALBAR HILL POST OFFICE,18.94987,72.79947
983,REKHA SADAN/JAIN MANDIR,18.94858,72.79784
987,WORLI SEA FACE (N),19.0053,72.81379
988,SAMRAT HOTEL,18.93117,72.82638
989,WORLI SEA FACE (S),19.0036513572,72.8130601587
990,POLICE CAMP,19.00824,72.81475
992,MIRA RD.STN.(E),19.2832296747,72.8578637781
993,VATSALABAI DESAI CHK/SAHAKAR NIVAS,18.97835,72.81354
995,GUNDAVLI/LION'S CLUB,19.12143,72.85622
1006,GOLDEN CHEMICALS,19.2586801738,72.8721116724
1008,TRANSPORT CORPN,19.2664586315,72.8770898523
1009,KASHIMIRA,19.2731834589,72.8824971857
1011,SILVER PARK,19.282012,72.8739480817
1024,SHIVAJI NGR.JN.,19.0622819389,72.9172338143
1025,B.M.C.COMPOST PLANT,19.057373859,72.9271043435
4244,BANDRA-WORLI SEA LINK TOLL PLAZA,19.0454214247,72.8287912523
1028,MANKHURD OCTROI NAKA,19.0583873045,72.956328932
1029,VASHI VILLAGE,19.0689295804,72.9867397636
1031,APNA BAZAR,19.070876469,72.9975544304
1032,VASHI BUS STN.,19.0749324134,72.9976831764
1049,GRANT RD BRIDGE,18.9621488668,72.815833805
1052,RANI LAXMIBAI CHK.,19.0407367708,72.8625917179
1053,RANI LAXMIBAI CHK.,19.0464857821,72.8655034197
1054,MARATHI VIDNYAN PARISHAD,19.0535542407,72.8767901553
1056,MANKHURD STN.(SOUTH),19.0449251895,72.9297382213
1057,NARMADESHWAR MANDIR,19.04088,72.93965
1058,DHOBI GHAT(TROMBAY),19.0346400072,72.948646227
1060,KIRTI COLLEGE / INDIA UNITED MILL,19.02171,72.83352
1063,NATIONAL(HINDUJA)HOSPITAL,19.0335801122,72.8387207856
1064,RANI LAXMIBAI CHK.,19.0453412957,72.8637814104
1065,RANI LAXMIBAI CHK.,19.0448955152,72.8640704359
1066,CENTRAL LABOUR INSTITUTE,19.0496701752,72.8662973536
1069,ST.ANDREW'S CHURCH,19.05473,72.82572
1072,HOLI FAMILY HOSPITAL,19.0547108168,72.8273321306
1075,WORLI DAIRY,18.9976473565,72.8115873703
1076,VENUS BLDG/WATUMAL ENGG.COLLEGE,19.00218,72.81197
1077,NATIONAL ASSO.FOR BLIND(NAB),19.008195848,72.8146909418
1081,SHANTI BAUG,19.05769,72.89545
1083,POST OFFICE,19.0598010064,72.8985482348
4301,DADLANI PARK (THANE-W),19.2132337409,72.9939398978
1085,MUN.WARD OFFICE/AMBEDKAR UDN.,19.060247195,72.8994601858
4303,YASHASVI NGR./VARDHAMAN GARDEN,19.219150281,72.9845843527
4304,BALKUM NAKA,19.2210435861,72.9888355504
4305,ASHOK NGR./VILO'S SCTY.,19.2154220751,72.9917512152
1089,PALI HILL NAKA,19.0595483509,72.83003991
1090,D'MONTE GARDEN,19.05978,72.82616
1091,PERI CROSS RD.,19.05987,72.82399
1092,ADDL.C.P.OFFICE,19.06277,72.82218
1094,RIZVI COLLEGE,19.06867,72.82294
1095,SHERLEY GAOTHAN,19.07127,72.82207
1097,KHAR DANDA,19.07441,72.82266
1098,DANDPADA,19.07482,72.82662
1100,16TH RD/KHAR,19.07312,72.83084
1102,VITHALBHAI PATEL RD.JUN.,19.0714374815,72.8357055875
1103,MILAN SUB-WAY,19.09055,72.84416
1106,TEEN BAKDA,18.9538711698,72.8070255784
1112,WANKHEDE STADIUM,18.93861,72.82417
1113,MARINE DRIVE,18.94119,72.82394
1117,BIRLA KRIDA KENDRA,18.95437,72.81457
4334,VASHI JUN.-Y.B.CHAVAN MARG JN.,19.0685645362,72.9969965309
4336,SAIBABA MANDIR(AMRUT NGR.),19.0978223343,72.9076790608
4345,LOKMAT OFFICE(MAHAPE),19.1129626918,73.0105341928
1135,HUTATMA CHK./MUMBAI UNIVERSITY,18.9290336642,72.8312432222
4347,CHH.SHIVAJI MAHARAJ VIDYALAYA,19.1051364281,73.0179585473
4348,MAHAPE CIRCLE,19.113246539,73.0215634362
4349,LIPI CO.,19.1120705975,73.0266274469
4350,L & T INFOTECH(MAHAPE),19.1110973983,73.0295456903
4357,SHINDEWADI,19.0107028727,72.8427454782
1158,GURU TEGH BAHADUR NGR STN,19.037573406,72.8627951362
1159,NARAYAN PUJARI NGR.,18.99483,72.81385
1165,DIVINE CHILD HIGHSCHOOL,19.11333,72.8639
1166,J.B.NGR.,19.11166,72.86848
1167,MAROL PIPE LINES,19.1105,72.87296
1168,JOHN BACKER,19.1124392156,72.8882443338
1170,MAROL LIONS CLUB,19.1095,72.87523
1172,MAJAS DEPOT/SHYAM NGR.,19.13923,72.86582
4381,NORTH BOMBAY SCHOOL,19.0869214978,72.8959757051
1177,VIKHROLI POLICE STN.,19.1188113169,72.936413914
1179,I.I.T.MARKET,19.12747,72.91849
1180,I.I.T.MAIN GATE,19.12467,72.91594
1181,PUNCH KUTIR,19.123884225,72.9106248513
1182,SHIPPING CORPORATION,19.12311,72.89803
4397,GANDHI NGR.,19.1250600823,72.931782116
1200,GREEN FIELDS,19.13964,72.8691
1201,FILTER PADA,19.1387944568,72.8933083444
1202,P.W.D.OFFICE,19.1272797609,72.8945099741
1203,JAIBHIM NGR.,19.1337670123,72.896741572
1204,MAHATMA PHULE NGR.,19.1374970664,72.8970848947
1212,VESAVA-YARI RD.BUS STN.,19.13957,72.80847
1214,SEVEN BUNGALOWS GARDEN,19.12873,72.81639
1215,PICNIC COTTAGE,19.13042,72.81424
1216,MACHHALIMAR,19.13264,72.81239
1217,GANGABHUWAN,19.13536,72.80999
1088,MOTI MAHAL,19.0592741922,72.8354645883
1243,RANI LAXMIBAI CHK.(BUS STN.),19.0436360771,72.8639456582
1245,RANI LAXMIBAI CHK./ SION BARRIER,19.0477663512,72.8635054587
1247,KURLA LEVEL CROSSING,19.0524797133,72.8668295061
1248,KALPANA TALKIES,19.0773,72.87856
1249,OLD AGRA RD.,19.07904,72.87987
4462,BALKUM PADA NO.1,19.2111872169,72.9939756655
1253,DUNNCAN CO.,19.16761455,72.9389943139
1260,POSTAL CLY.,19.0607766734,72.8925115169
1261,KANJUR MARG VILLAGE,19.1318419375,72.9427762319
1262,BHANDUP PUMPING CENTRE,19.1547640714,72.9565466897
4471,MANTRALAYA,18.9292625297,72.824401497
4477,ASHOK NGR.,19.1192054971,72.8853703276
1272,UNIT NO 6/AAREY MARKET,19.15788,72.87446
1273,UNIT NO 2 & 3,19.16485,72.86725
1274,VIJAY PRINTING PRESS,19.1011659986,72.8841244608
1277,PARASMANI/MADHUKUNJ SCTY.,19.10787,72.82989
4490,BAINGANWADI,19.0594425715,72.9234136239
606,NAFA,19.0715033449,72.8618084108
607,AMAR BRASS & STEEL CO.,19.0727404138,72.8669367944
197,CHEMBUR NAKA/SWAMI VIVEKANAND CHK.,19.05415,72.89336
1315,DAHISAR BUS STN.,19.2558619014,72.8700551524
4531,GHANSOLI RLY.STN.,19.1168554104,73.0077446954
1330,DAHISAR CHECK NAKA,19.2529853497,72.8684672846
3369,VIDHAN BHAVAN,18.92542,72.82473
1337,FATHER AGNEL ASHRAM,19.0447115153,72.8190923845
1338,MUNICIPAL GARDEN/BAND STAND,19.04663,72.81958
1339,SISTERS BUNGALOW,19.04941,72.82091
1340,PRARTHANALAYA,19.05181,72.82199
1341,BANDRA TALAO,19.0574082939,72.8384686624
1343,PALI MARKET,19.0620731804,72.8295819225
1344,L.I.C.CLY.,19.0652267632,72.8298716011
1345,DR.AMBEDKAR RD.,19.0686441095,72.8300969067
1349,MOUNT CARMEL CHURCH/LILAVATI HOSP.,19.051161438,72.8278900301
1350,MOUNT MARY STEPS( MUNICIPAL GARDEN),19.0482204666,72.825014702
1351,JOHN BAPTIST RD.,19.0477133973,72.8258086359
1352,TOBACCO CO.,19.0490317743,72.826259247
1353,BANDRA TALKIES,19.0601922827,72.836418203
1354,BANDRA TALKIES,19.0595583115,72.8370062771
1355,ST.THERESA CHURCH,19.0622558898,72.833145908
207,SPRING MILL,19.0118700268,72.8489479999
1360,KHAR STN (W),19.0697643812,72.8396216126
618,SHREE SWAMI SAMARTH NGR.,19.130603571,72.8255716031
620,SEEPZ BUS STN.,19.12483,72.87269
4616,LODHA COMPLEX,19.2111435777,72.9831498989
4620,AHILYABAI HOLKAR CHK (E),18.9332960354,72.8278850965
204,K.E.M.HOSPITAL,19.00157,72.8408
220,ANTOP HILL CHURCH,19.0306462612,72.8670973995
630,E.S.I.S HOSP./MIDC POLICE STN.,19.11783,72.86804
4660,DHARAVI DEPOT/KOLIWADA,19.0508789358,72.857976457
1473,VILE PARLE POLICE STN.,19.09623,72.85419
1486,GOREGAON STN(E),19.1653168777,72.8504251158
1487,PERU BAUG,19.1663606963,72.8521524584
3402,P.MOHD.RAFI CHK.(SAGA DEPT.STORES),19.0545485611,72.8376961862
4669,SEEPZ VILLAGE/REL.ENGY. TR.CENTRE,19.1293579726,72.8836740151
4346,D.A.K.C.GATE NO.2,19.1123544462,73.0167569177
636,DARPAN CINEMA/ SAI SERVICE,19.11574,72.85524
3233,MAHIM,18.9888317017,72.8282830072
1539,KANDIVLI BUS STN.( E ),19.20205,72.85407
1540,E.S.I.S.HOSPITAL,19.20185,72.85639
1541,GROVEL CO.,19.20158,72.8605
1543,SAMBHAJI NGR.(KANDIVLI-E),19.20096,72.86366
1544,HANUMAN NGR.,19.2013,72.86613
1545,TRACTOR GATE NO 3/VASA HOSPITAL,19.20067,72.8716
1546,SAI GARDEN,19.1992,72.87307
1547,ALIKA NGR.JN.,19.19757,72.87214
1548,ANITA NGR.,19.19711,72.87505
1550,GAUTAM NGR.,19.20013,72.87823
1551,DAMU NGR.EXTN.,19.20453,72.87845
1552,DAMU NGR./MAYUR MARKET,19.20106,72.87881
3922,PATLI PADA,19.2412193159,72.9757645679
1583,OTIS CO.,19.20031,72.87692
1588,NANCY CLY.,19.23883,72.86436
1590,GOKULANAND HOTEL,19.24398,72.86518
646,VIRWANI EST./SARVODAYA NGR.,19.17065,72.85923
1616,DIAMOND MARKET,19.06664,72.86472
3928,KAPUR BAWDI,19.2195238207,72.9779173554
1623,SANTACRUZ STN (E),19.08103,72.84206
1627,RAMASHRAM,19.12018,72.89961
1628,VIDYA VIHAR BUS STN(W),19.0805602056,72.8962457675
3929,MAJIWADA,19.2146918483,72.977363714
1630,INDIRA NGR./KHALAI VILLAGE,19.08195,72.89437
1631,NAVPADA,19.0826590466,72.8898942966
1634,VIDYA VIHAR S.T.WORKSHOP,19.08082,72.89087
655,BANDONGRI,19.19929,72.86099
1642,VAKOLA MASJID,19.08178,72.8556
3148,DR.SHAMAPRASAD MUKHERJI CHK.,18.9256033912,72.8312324933
1644,THANAWALA LANE,19.10283,72.84582
1645,SHREE PARLESHWAR SCTY.,19.10582,72.84682
1646,BHUTTA COLLEGE,19.108687425,72.8486226713
1648,MADKEBUWA CHK.,19.0053481647,72.8397500259
657,DATTANI PARK,19.21174,72.86876
1665,DHARAVI DEPOT,19.0517011671,72.8592997549
1670,RANI LAXMIBAI CHK./ SION BARRIER,19.0470439892,72.8630744135
1688,ST.JOSEPH TECH.SCHOOL,19.0809480692,72.8887051135
1689,HOLY CROSS SCHOOL,19.08238,72.88578
544,PAREL VILLAGE/ST.GORA KUMBHAR CHK.,19.00062,72.84605
1629,NAVSENA GATE/KIROL VILLAGE(VIDYAVIH,19.0824,72.89564
1721,CENTRAL DAIRY,19.15416,72.87893
1722,UNIT NO 7(AAREY CLY.),19.15913,72.88222
1725,FIRE BRIGADE/AGRI.INDU,19.1657701423,72.8610385911
1726,CHOTHA KASHMIR/OBSERVATORY POINT,19.14459,72.87778
1751,RANI LAXMIBAI CHK.(NEAR RD NO.1),19.0469441005,72.8663449491
1752,SEEPZ VILLAGE,19.1302905189,72.8768933907
1754,KAMAL AMROHI STUDIO,19.135561334,72.8738464013
1761,THAKKAR BAPPA CLY.,19.05778,72.88672
1762,KAMGAR NGR.,19.0596288041,72.8851108144
1763,MUMBAI CENTRAL STN.(ON BRIDGE),18.9690245698,72.8180625062
1764,CHILDRENS HOME,19.042871233,72.9285197889
1765,SHELL CLY./ SAMAJ MANDIR HALL,19.0636064331,72.8935898798
1766,SAHAKAR NGR.(CHEMBUR),19.0640526115,72.895864393
1767,THAKKAR BAPPA CLY.,19.0590728295,72.8874807561
1770,PESTAM SAGAR/GLASS FACTORY,19.0701367413,72.9012273809
1773,SOMMAIYA COLLEGE,19.07485,72.90314
263,JAGRUTI NGR.,19.09114,72.90237
264,JAMBHULPADA,19.09395,72.89894
1788,DADOJI KONDEV NGR.(KHARDEV NAGAR),19.05613,72.91004
1790,EVEREST CO.OP.SCTY.,19.0606953347,72.8902917112
1797,GOVANDI STN(E)/PATWARDHAN SCHOOL,19.0535339586,72.9140084875
1799,CHEMBUR LEVEL CROSSING/SHELL BRIDG,19.0630385681,72.8987826364
1801,UMARSHI BAPPA CHK.,19.0537796583,72.8885493161
1643,MILITARY OUTPOST,19.08061,72.85894
1828,RANI LAXMIBAI CHK.,19.0454310652,72.8646129263
1829,KRISHNA BAUG/FINE ARTS AUDITORIUM,19.06086,72.89742
1832,GHATKOPAR STN.(E)-1,19.085590859,72.9087827368
1833,RAJAWADI HOSPITAL,19.0795,72.90401
1836,AMRUT NGR.,19.1015,72.91128
1837,MANKHURD STN.( NORTH ),19.0491285423,72.9315184986
1839,JAIN MANDIR,19.0815706631,72.9088363809
1850,GANESH MANDIR,19.0879117893,72.9055927875
1851,BABU GENU MARKET,19.0888927291,72.9071296933
1852,HANUMAN MANDIR,19.0851370237,72.8988081178
1854,RAM BHAVAN,19.0870634438,72.9010665378
1856,KALA NGR.,19.0534226424,72.8453496346
3965,PALI HILL NAKA,19.0651274906,72.8296388634
1883,JUHU NGR.( VASHI ),19.0853151787,73.0023180336
1885,VASHI SECT.28 & 29,19.0884785481,73.0042492241
1886,SAMATA NGR./BONKODE,19.0913579728,73.0055366844
1887,R.F.NAIK SCHOOL,19.0956161852,73.0057941765
1888,KOPAR KHAIRANE,19.0997526295,73.0047212929
1889,TERNA ENGG. COLLEGE(KOPAR-KHAIRANE),19.1109042925,73.002489695
1892,MAHAPE NAKA,19.1136925835,73.0088604944
1893,STANDARD ALKALI CO,19.1221266541,73.0054272668
1894,GHANSOLI VILLAGE,19.1261813426,73.0049981134
1895,TALAVALI NAKA / NOCIL CO.,19.1306413849,73.0035389917
1896,GOTHIVALI VILLAGE/TEL.EXCH.,19.1354256601,73.0040539758
1897,RABALE VILLAGE,19.1404530541,73.0026806848
1898,RABALE POLICE STN.,19.1479938581,73.0006636636
1899,DIVA VILLAGE,19.1481154812,72.9938830392
1905,VASHI SEC NO.9/16 JUHU NGR.MARKET,19.0791910482,72.9981981605
1907,ODEON CINEMA,19.0817633103,72.9117492599
1916,KRUPA BUILDING,19.0846951786,72.9029400828
1917,GELDA NGR.,19.0868725699,72.8990101612
1918,JAGDUSHA NGR.,19.0905461517,72.9070264062
3205,BORIVLI STN(E),19.2304060614,72.8577533828
1935,BAMANDAYA PADA,19.12292,72.88693
1937,ASHOK NGR.,19.11882,72.88532
1939,GANESH PADA,19.12157,72.88579
1940,"I.E.S.SCHOOL,JVLR",19.12637,72.8901
1947,PANDURANG WADI,19.1726083019,72.8532801904
2011,MILIND NGR.,19.0880317149,72.9037809333
2012,EMPLOYMENT EXCHANGE,19.0905258742,72.902391549
2013,HOMEGUARD TRG SCHOOL,19.085638909,72.8941303453
3489,ADARSH NGR.NAKA,19.1499295395,72.878373186
3490,NAVJEEVAN NGR.,19.1525241146,72.8790598315
2077,DATTA MANDIR(VAKOLA),19.08298,72.85329
2078,DIAMOND PARK,19.08345,72.85215
2120,SWAMI D.SARASWATI CHK.,18.9344665935,72.8371090869
2191,ROOP TALKIES,19.08045,72.84543
2218,ORKAY MILL,19.12058,72.87058
2238,NATURE PARK/P.M.G.P.CLY.,19.0516403201,72.8624754904
2247,SHREE SWAMI SAMRTH NGR.MARKET,19.1370906919,72.8257432645
2272,JAWAHAR NGR.,19.1600419792,72.8461562433
2274,DR.RAVINDRA KULKARNI CHK/SASMIRA,19.0100179603,72.8198702207
2275,POWAI VIHAR COMPLEX,19.11919,72.90386
2303,B.S.E.S.SUB STN.,19.0591520028,72.8993099821
2317,KURLA NAGRIK SAHAKARI BANK,19.1517033207,72.9464615838
2318,KENI VIDYALAYA,19.1507506252,72.9448522584
2327,ICICI BANK,19.06664,72.86472
2328,CITY BANK,19.06857,72.86787
2371,MAHIM PHATAK,19.0453544474,72.8407100409
2373,MAHIM BUS STN.,19.0432840233,72.8400750979
2374,MAHIM BUS STN.,19.0431499142,72.8403756599
2393,KONARK APT.,19.1623447588,72.9427708642
2419,ELCO MARKET,19.0556437837,72.8330398714
2425,JIJAMATA BHOSLE MARG JN.,19.069988548,72.9083503381
2449,MAHIM KOLIWADA,19.04658,72.83851
3312,GHATKOPAR STN.(W),19.0858485017,72.9078807118
2470,M.M.R.D.A./FAMILY COURT,19.05621,72.85161
2476,TUNGA VILLAGE,19.1182782777,72.8897034555
2487,DR.K.B.HEDGEWAR CHK.,19.163317656,72.9400242822
2488,BHANDUP VILLAGE JN.,19.1561829431,72.9498948114
2489,BHANDUP PUMPING CENTRE,19.1546221835,72.9571045892
2490,AIROLI TOLL NAKA,19.1534870763,72.9651297586
2497,TAGORE NGR.JUN,19.1240931904,72.9383720415
2501,PRABHADEVI,19.0142528754,72.8304240764
2524,AIROLI SECT.NO 10,19.1494533288,72.9875959413
2526,HIRANANDANI,19.1195861923,72.904359211
2577,SHEETAL SAROVAR,19.2825005346,72.8618978204
2578,JAMMU & KASHMIR BANK,19.2851740324,72.8682492914
2607,GODREJ CO.,19.0987995716,72.9281097949
2608,KANNAMWAR NGR.-1/PRAVIN HOTEL,19.1139657366,72.9343754352
2618,POLICE STN./CHHOTA KASHMIR,19.1613921247,72.872368242
2624,MUNICIPAL DISP.,19.0833702112,72.8506661994
1252,NIRMAL LIFE STYLE/HOECHST CO,19.1649796755,72.9378355997
2640,MAHARASHTRA NGR.,19.05188,72.93624
2641,MAHARASHTRA NGR.,19.0513703902,72.9360736504
2645,KOPAR KHAIRANE EXTN.,19.1046594538,73.0030046791
2664,VASHI SECT.NO.10/15,19.0823139775,73.0001722664
2669,AIROLI SECT.NO 5,19.1480749402,72.9974879281
2670,AIROLI SECT.NO 9,19.1488857584,72.9922951715
2684,RANI LAXMIBAI CHK.,19.0437547562,72.8643269827
2685,RANI LAXMIBAI CHK.,19.0392154896,72.8615832073
2687,COLABA BUS STN.,18.9128712614,72.8227815852
2693,BANK OF INDIA,19.0552381466,72.8305078661
477,GOREGAON-MULUND LINK RD,19.161169167,72.9451741235
2701,MITHAGAR,19.1650854875,72.9638905813
2702,HELAN KELAR INSTITUTE,19.111796393,73.0061804146
2712,BAHAR CINEMA,19.1095187118,72.8538690721
2714,AGARWADI,19.04523,72.92514
2717,JAWAHAR NGR.,19.159960903,72.8436671533
2727,JAMBHULPADA/SHIVASENA OFFICE,19.0869175894,72.8982569459
2729,MAYUR NGR.,19.15581,72.88422
2730,CENTRAL DAIRY TABELA,19.15713,72.88288
2735,A.T.I.,19.0534547827,72.8805227497
2739,KRISHNA BAUG/FINE ARTS AUDITORIUM,19.0621476267,72.8979308383
2747,GHATKOPAR STN.(E)-2,19.0846971852,72.9073213597
2749,GREEN LAWN ACADEMY,19.27796359,72.8791497888
2755,R.C.F.CLY.(BHANDUP VILLAGE-E),19.1512573788,72.9475559251
2756,R.B.I.CLY.(BHANDUP VILLAGE-E),19.1480343991,72.9479850786
2757,STATE BANK(BHANDUP VILLAGE),19.1473046592,72.9458822267
2767,MILLENNIUM BUSINESS PARK,19.0959309704,73.0201043145
2788,BELA NIVAS,19.1142,72.86175
2813,DHOBI GHAT(CUFF PARED),18.9109141318,72.8188038114
2815,VASANTRAO NAIK CHK.,18.9691397408,72.8157207947
2827,CHUIM VILLAGE,19.0718685468,72.8253118458
2835,RAMGAD (ANITA NGR.),19.19711,72.87505
2850,NARSIPADA,19.20114,72.86483
2861,NANA CHK.,18.9621082803,72.8135378341
2899,ALLAHABAD BANK,19.1130060158,72.8545128023
2936,GAUTAM NGR.,19.11882,72.87013
2937,DR.AMBEDKAR CLY./18TH RD KHAR,19.0739,72.82909
2938,KHAR 14TH RD,19.07235,72.833
2939,10TH RD.,19.05760319,72.9004992502
2940,PETIT GIRL'S SCHOOL,19.0706111914,72.8257946434
2941,MAMA HOTEL,19.0722335837,72.8274200621
2954,SUBHASH NGR.,19.0602167731,72.9047816885
376,BHANDUP VILLAGE(E),19.1493519771,72.9441441553
2989,AMARNATH PATIL SPORT COMP/BANGANGA,19.0499543199,72.9144219946
825,BEST CLY.,19.0126003637,72.8538188915
2993,CHHEDA NGR.,19.0679560648,72.9032403529
2996,KALA NGR.,19.0502876191,72.84912091
3000,SHIVAJI CHK.,19.110613571,72.8497491991
3002,BIMBISAR NGR.,19.14635,72.85635
3003,NEIGHBOUR HOOD SCTY.,19.2011,72.87891
3004,GREEN HILL GATE NO.4,19.19506,72.87563
3011,MUMBAI CENTRAL STN.,18.9683781372,72.8202149225
3012,MUMBAI CENTRAL STN./RESERVE BANK,18.969931142,72.8210422973
3019,P.MOHD.RAFI CHK.,19.0548527903,72.8375888978
3020,AHILYABAI HOLKAR CHK.,18.9319342454,72.8282323545
3025,DR.SHAMAPRASAD MUKHERJI CHK.,18.9242138554,72.8319841383
3028,RAM GANESH GADKARI CHK.,19.0247053398,72.8406820723
3029,RAM GANESH GADKARI CHK.,19.025273336,72.8404460379
3034,DR.SHAMAPRASAD MUKHERJI CHK.,18.9256914893,72.8309917691
3043,KAMANI,19.0851522284,72.8851317941
3044,KAMANI,19.0844019325,72.8846382677
3045,MAROLNAKA/MATA RAMABAI AMBEDKAR CHK,19.1089039349,72.8786822044
3046,MAROLNAKA/MATA RAMABAI AMBEDKAR CHK,19.108376776,72.8787251197
3047,"DR.AMBEDKAR UDN., POWAI",19.1256579082,72.8930508524
3049,DR.DATTA SAMANT CHK./SAKI NAKA,19.1037879245,72.886461069
3050,RAM GANESH GADKARI CHK.,19.0214671039,72.8372227043
3051,AMAR MAHAL,19.0657252138,72.8993779719
3056,LOKSHAHIR SATHE UDN./SUMAN NGR.,19.0536293719,72.8872020022
3058,BABASAHEB WORLIKAR CHK.,19.0127438913,72.8244768471
3067,KURLA DEPOT,19.075555981,72.878251009
3076,SHANTARAM PUJARE CHK.,18.9882505109,72.8365055539
3077,SHANTARAM PUJARE CHK.,18.9883316711,72.8358189084
3083,A.H.ANSARI CHK.,18.9711812627,72.8321525124
3098,PT.PALUSKAR CHK.,18.9573190061,72.8168637732
3099,PT.PALUSKAR CHK.,18.9568725414,72.8167779425
394,C.G.S.CLY.,19.1419328627,72.9382003801
3106,VASANTRAO NAIK CHK.,18.968662869,72.815109251
3109,LOKMANYA TILAK HOSPITAL,19.035382715,72.8600056388
3110,LOKMANYA TILAK HOSPITAL,19.0367924685,72.860584996
3112,GEN.A.K.VAIDYA MARG JUN.,19.1751681505,72.8592980996
3115,VASUDEO B.PHADKE CHK.,18.9428598221,72.8293418466
3118,VASUDEO B.PHADKE CHK.,18.9437528254,72.8287624895
3119,HUTATMA CHK./MUMBAI UNIVERSITY,18.9300934115,72.8297495424
3120,HUTATMA CHK. (PAY & PARK),18.9287433664,72.829677513
3125,PAREL S.T.DEPOT/SANT ROHIDAS CHK.,19.0093448479,72.8318750602
3131,VASANTRAO NAIK CHK.,18.9690999494,72.8158664285
3135,DEEPAK CINEMA,19.0031164725,72.8300368532
